championName,magicDamageDealtToChampions rate,teamDamagePercentage,damageTakenOnTeamPercentage,totalTimeCCDealt per minute,enemyChampionImmobilizations per minute,killParticipation,soloKills per minute,totalHeal per minute,effectiveHealAndShielding per minute,survivedThreeImmobilizesInFight per minute,twentyMinionsIn3SecondsCount per minute,soloTurretsLategame,turretPlatesTaken,version
Nidalee,1.267343412199968,0.03308616228856715,-0.1295935814603078,-1.2490051027948192,-0.9949509171023165,0.029187105140944112,-0.09698431614442476,0.1381536092770306,1.9994371654874248,-0.11765848006418375,-0.38282766583134,-0.08850392874171288,0.1250668541176248,13.18
Nocturne,-0.8516751121101552,-0.10662453272083196,0.031164821083754915,1.1016452916269237,-0.5095429742019736,-0.008395617414257355,-0.09002814001581141,-0.1421972239637477,-0.36825637067245054,-0.31242732603260776,0.05044102717347286,0.1356800317273836,0.40082536630307714,13.18
Poppy,-0.8095352038017135,-0.026433013650473684,-0.3403267743913881,1.7017300095916077,1.1552606263572236,0.0881764314456291,-0.10520381664446429,-0.5980145762793536,-0.36825637067245054,0.5751603749248467,-0.4171675942830265,0.2839720004369229,0.08714657337220366,13.18
Rammus,1.0419916711476465,-0.6742129193024015,-0.17792641959091224,0.8169754151091501,2.601732702144035,-0.08653200748272084,-0.6093276902629674,-0.26806970530119945,0.27967539210596365,0.413783852528949,-0.23172799153455007,-0.17030183292678497,-0.5418839660518413,13.18
RekSai,-1.0619160247870914,-0.20728749564927068,0.42211850822462976,-0.11380337701493368,-0.13851730399927806,-0.10613834462659258,-0.0545477878870662,0.2586408283106749,-0.3682563706724506,-0.12064936645741636,-0.3759629792586464,0.09867638671082445,0.2696505983501664,13.18
Rengar,-0.915029028363095,0.7811064211908165,0.28815694739135894,-0.5961658465354305,-0.7539110741798327,0.3530952429389638,1.5395142111287137,0.04442319723627212,-0.36825637067245054,-0.28387409223928745,0.06856676669882036,-0.18246624956441246,0.6894098557994808,13.18
Sejuani,0.057638317571224076,-0.9812217703477999,0.2851458081738225,0.039779254461173176,0.20450857665866343,-0.35186827946442273,-0.6471259861898834,-0.09839342304187505,1.8033626847277349,0.3261754286242705,-0.1992854879598788,0.14708417232515938,-0.032051367941528255,13.18
Shaco,0.008822614588146961,-0.056348904047545376,-0.8498733206892751,1.4443836271980302,0.6606401120450476,-0.14609090458464843,0.499175441158549,-0.8251678231188511,-0.3682563706724506,-0.3352756142353199,-0.3888789444433922,0.49923021078375085,-0.04516884473681933,13.18
Sylas,1.5002566438293359,0.3139138154741725,0.42553063300440175,-0.24445488443718194,0.46100076716576693,-0.16859592510294755,0.2654585576469382,-0.04487048685446494,-0.3006855250717285,0.027799636678535043,-0.30741909257368055,-0.07897190907319178,-0.18629480198270948,13.18
Taliyah,1.2889697930655626,0.31068903422518634,-1.077173384976517,1.3223482738805348,0.13528062670062163,0.1099358204954913,-0.37751085860345995,-1.0904098269740816,-0.36825637067245054,-0.3071917164158564,0.44446047440104414,-0.032750352485920196,0.0330216051802098,13.18
Talon,-1.0593410405075354,0.25619132416656365,0.009183513818570571,-0.5096978603667265,-1.0044259776562796,0.0008125208700104913,0.04488624504782436,-0.47298565793044106,-0.36825637067245054,0.17266800889255735,0.3808626715685216,-0.1642196246079712,-0.4264501702532798,13.18
Vi,-1.0586069889365164,-0.07279360532747012,-0.6270814805449308,-0.4792495796987624,2.0526576161134704,0.17552679938901497,-0.17697361128690742,-0.7215785845009384,-0.36825637067245054,0.19560420620421012,0.18942033008747267,0.04678621783702881,-0.08014878285759552,13.18
Viego,-0.772744477346418,-0.030490764107880534,0.05782126570507261,-0.8327452850514431,-0.018382818508971173,0.007796817856589587,0.0008268153337494285,-0.14745869629727812,-0.3147837293001451,0.07152450064337613,-0.03625482816302556,0.08335144654658366,-0.020951964499358888,13.18
Warwick,0.38696471435980206,-0.40387865315829136,0.48177438242930315,-0.3158593850575524,0.7166576596637427,-0.024852169835389473,0.09899303152032095,0.5826333242862666,-0.36825637067245054,0.20160350459025905,-0.09393897319184705,-0.15813741628915745,-0.02884487361379043,13.18
XinZhao,-0.8363552236695698,0.08655309080382959,0.6189288474602878,0.20944058775468427,-0.23721735057786128,0.003206216969246239,0.08681200422537261,0.5442467180815773,-0.36825637067245054,0.18713786070491148,-0.11273827293938811,-0.13033303540315175,0.35959901066073374,13.18
Zac,1.2716908077426294,-0.6952225439792609,0.5766073923986843,0.04907222895502341,2.7847930901703197,-0.11748328053248276,-0.5103840328564425,3.7198037865592735,1.1491256328871036,0.36460893420884216,-0.26426726504937303,-0.15365578910687364,-0.32316730032825114,13.18
